0.0;0.0;0.0;
5.560510274449371e-09;-0.13146525621414185;-0.004255613777786493;
1.065764365648647e-08;-0.26066499948501587;-0.016846518963575363;
1.529140192246814e-08;-0.38733533024787903;-0.03750881552696228;
1.9461785072394377e-08;-0.5112123489379883;-0.06597859412431717;
2.3168793106265184e-08;-0.6320321559906006;-0.10199195891618729;
2.641242424772372e-08;-0.7495307922363281;-0.1452850103378296;
2.9192678496769986e-08;-0.863444447517395;-0.19559383392333984;
3.150955407704714e-08;-0.9735091328620911;-0.2526545226573944;
3.3363058093982545e-08;-1.0794609785079956;-0.31620317697525024;
3.475318521850568e-08;-1.181036114692688;-0.3859758973121643;
3.567993545061654e-08;-1.277970552444458;-0.46170878410339355;
3.614330879031513e-08;-1.3700004816055298;-0.5431379079818726;
3.614331234302881e-08;-1.456861972808838;-0.6299993991851807;
3.567993545061654e-08;-1.538291096687317;-0.7220293283462524;
3.475317811307832e-08;-1.6140239238739014;-0.8189638257026672;
3.336305098855519e-08;-1.6837966442108154;-0.9205389618873596;
3.1509546971619784e-08;-1.7473453283309937;-1.0264909267425537;
2.919266606227211e-08;-1.8044060468673706;-1.1365556716918945;
2.6412408260512166e-08;-1.8547148704528809;-1.2504693269729614;
2.316878067176731e-08;-1.898007869720459;-1.3679680824279785;
1.9461772637896502e-08;-1.934021234512329;-1.4887878894805908;
1.5291384158899746e-08;-1.9624910354614258;-1.6126649379730225;
1.0657622340204398e-08;-1.9831533432006836;-1.739335298538208;
5.5604871818104584e-09;-1.995744228363037;-1.868535041809082;
0.0;-2.0;-2.0;
-5.93254867453652e-09;-1.9957443475723267;-2.131465196609497;
-1.213041400660586e-08;-1.9831534624099731;-2.260664939880371;
-1.8570524673577893e-08;-1.9624911546707153;-2.3873353004455566;
-2.5229816458249843e-08;-1.9340213537216187;-2.5112123489379883;
-3.208521803799158e-08;-1.8980079889297485;-2.6320321559906006;
-3.91136367738909e-08;-1.8547149896621704;-2.749530792236328;
-4.629202976502711e-08;-1.8044061660766602;-2.8634443283081055;
