NEW GESTURE,,
0.201669,0.964096,0.172765
-0.978643,0.205518,-0.004501
-0.039845,-0.168168,0.984953
0.0,0.0,0.0
-0.02533,-0.006554,0.023926
-0.040985,-0.008247,0.075684
-0.062561,-0.010132,0.085648
-0.124725,0.005711,0.11058
-0.184113,0.006771,0.156311
-0.25589,0.02309,0.218628
-0.335999,0.062298,0.309952
-0.411072,0.103687,0.377853
-0.508942,0.174164,0.475281
-0.64212,0.291992,0.598526
-0.815948,0.435448,0.759598
-1.007233,0.616299,0.941895
-1.216278,0.810478,1.117615
-1.476135,1.04364,1.338959
-1.792023,1.324989,1.591644
-2.089386,1.597382,1.821671
-2.433777,1.939487,2.077721
-2.779327,2.306702,2.340485
-3.090118,2.663029,2.573517
-3.432953,3.085995,2.824234
-3.783905,3.55283,3.058487
-4.152527,4.137016,3.297089
-4.485016,4.692997,3.496155
-4.807343,5.356693,3.678406
-5.12323,6.134201,3.87886
-5.378357,6.83633,4.014786
-5.634003,7.658936,4.145279
-5.828522,8.492897,4.240952
-5.973541,9.250652,4.289047
-6.082703,10.165752,4.306648
-6.148041,11.094116,4.311966
-6.176758,12.067665,4.268898
-6.1716,13.033783,4.224854
-6.119354,14.036869,4.173599
-6.040771,15.094875,4.115433
-5.913513,16.13139,4.053223
-5.761566,17.112911,3.988159
-5.565186,18.220284,3.921844
-5.335236,19.278133,3.855453
-5.077332,20.249653,3.808075
-4.81427,21.238041,3.773483
-4.498932,22.212494,3.725479
-4.113678,23.332417,3.667831
-3.781616,24.193932,3.634491
-3.373291,25.146175,3.634476
-2.87796,26.233627,3.657959
-2.489563,27.015244,3.736481
-1.957947,27.837967,3.901123
-1.439056,28.581688,4.075943
-0.824768,29.391357,4.331696
-0.233124,30.026222,4.598175
0.287476,30.520531,4.828308
0.906677,31.008026,5.094772
1.565521,31.471769,5.404907
2.270599,31.878296,5.744186
3.007263,32.241333,6.083115
3.715973,32.539162,6.408463
4.478882,32.792923,6.757721
5.259613,32.977943,7.104691
6.060944,33.134071,7.483292
6.990601,33.218971,7.927307
7.705048,33.235481,8.292755
8.525757,33.156357,8.715645
9.441803,33.011734,9.191086
10.198517,32.823593,9.598343
11.037506,32.547348,10.045166
11.778381,32.22271,10.442291
12.590973,31.790588,10.889175
13.506927,31.210503,11.400909
14.18045,30.663422,11.82402
14.775116,30.123314,12.26326
15.389923,29.423279,12.743744
15.973907,28.625748,13.249069
16.542206,27.706947,13.799881
17.058502,26.768101,14.310471
17.515839,25.81488,14.809219
17.913605,24.835373,15.287338
18.253021,23.816502,15.773804
18.525482,22.828709,16.21579
18.765717,21.757591,16.667343
18.940765,20.691277,17.086899
19.083221,19.546936,17.524887
19.169403,18.397461,17.961716
19.18277,17.343571,18.34613
19.140594,16.193104,18.757584
19.061371,15.066685,19.174652
18.962921,14.055824,19.535767
18.791107,12.933743,19.923172
18.591034,11.922764,20.270309
18.359955,10.898651,20.605331
18.077362,9.861446,20.931061
17.753265,8.869457,21.234161
17.362274,7.833229,21.544754
16.910736,6.879353,21.809372
16.468475,5.963421,22.049927
15.922333,4.98885,22.335968
15.349335,4.10434,22.59465
14.761688,3.29081,22.827301
14.145844,2.437965,23.103439
13.425018,1.660275,23.344208
12.645111,0.919556,23.587173
11.916687,0.313663,23.786728
11.007111,-0.334145,23.992043
10.092804,-0.887466,24.185684
9.155121,-1.393856,24.348953
8.402313,-1.759674,24.468285
7.534332,-2.111305,24.593414
6.60437,-2.440334,24.725571
5.612396,-2.713181,24.842392
4.753479,-2.866482,24.937744
3.823425,-2.943897,25.033859
3.002319,-2.959908,25.117493
2.138794,-2.881287,25.213348
1.402924,-2.778507,25.284698
0.67572,-2.600838,25.371506
-0.063934,-2.369835,25.477676
-0.733337,-2.113159,25.605728
-1.482758,-1.792408,25.731522
-2.111908,-1.429935,25.845169
-2.754547,-1.020969,25.952576
-3.383728,-0.5569,26.050461
-3.884003,-0.096237,26.119553
-4.405273,0.443237,26.199112
-4.866669,1.039314,26.270386
-5.248718,1.606194,26.327042
-5.645599,2.253784,26.40274
-6.008759,2.910782,26.476448
-6.359863,3.582237,26.537933
-6.727356,4.359795,26.626617
-6.985596,4.987335,26.673279
-7.248169,5.753944,26.729309
-7.495178,6.579613,26.773087
-7.637543,7.365108,26.804794
-7.774811,8.179115,26.843628
