NEW GESTURE;
0.004542;0.996294;-0.085897;
-0.997717;-0.001273;-0.067525;
-0.067384;0.086007;0.994013;
0.0;0.0;0.0;
-0.016846;-0.028172;0.128891;
-0.044861;-0.071491;0.275024;
-0.058136;-0.117985;0.424744;
-0.047028;-0.202385;0.591309;
-0.045929;-0.31245;0.773514;
-0.048889;-0.447166;0.96167;
-0.032776;-0.639381;1.185303;
-0.011047;-0.853123;1.410599;
0.011444;-1.074184;1.618744;
0.046936;-1.367371;1.858475;
0.073547;-1.66185;2.091095;
0.118408;-2.018631;2.347702;
0.168121;-2.395382;2.606201;
0.209473;-2.829029;2.885071;
0.245422;-3.267372;3.150047;
0.273956;-3.821529;3.449966;
0.29483;-4.303635;3.668961;
0.315857;-4.99543;3.933029;
0.331024;-5.577736;4.10524;
0.343475;-6.318478;4.269928;
0.349487;-7.009129;4.384308;
0.335907;-7.767845;4.485023;
0.312256;-8.56023;4.551773;
0.297791;-9.458652;4.584;
0.274841;-10.279526;4.584137;
0.235291;-11.178139;4.550507;
0.195953;-12.131523;4.439346;
0.16098;-13.043049;4.325935;
0.101563;-14.060776;4.123657;
0.065186;-15.038979;3.891434;
0.007629;-15.877342;3.686539;
-0.055573;-16.726257;3.463699;
-0.11673;-17.585052;3.21286;
-0.18457;-18.596138;2.896286;
-0.259247;-19.462357;2.588577;
-0.362457;-20.254791;2.272034;
-0.445435;-21.156136;1.836853;
-0.529053;-21.966637;1.408951;
-0.585663;-22.783363;0.92218;
-0.692474;-23.588554;0.373245;
-0.804749;-24.466431;-0.250465;
-0.894226;-25.13205;-0.76738;
-1.00531;-25.839249;-1.368423;
-1.136841;-26.572685;-2.023926;
-1.281342;-27.258102;-2.687416;
-1.414673;-27.906921;-3.33989;
-1.569611;-28.567375;-4.132683;
-1.709412;-29.138367;-4.877609;
-1.860321;-29.684662;-5.723816;
-1.991821;-30.140976;-6.487518;
-2.127167;-30.593193;-7.365875;
-2.32428;-31.095032;-8.457825;
-2.495575;-31.497803;-9.450562;
-2.695892;-31.914772;-10.546188;
-2.836578;-32.229607;-11.423187;
-2.992554;-32.476105;-12.255447;
-3.168976;-32.71402;-13.206268;
-3.374664;-32.906403;-14.259506;
-3.594849;-33.084732;-15.441849;
-3.812347;-33.229599;-16.513496;
-4.035034;-33.358574;-17.600616;
-4.298218;-33.449341;-18.746674;
-4.581848;-33.539429;-19.875854;
-4.830933;-33.601868;-20.946732;
-5.121246;-33.569923;-22.083344;
-5.395996;-33.448662;-23.233032;
-5.692505;-33.277786;-24.422691;
-5.937256;-33.050858;-25.505424;
-6.187256;-32.812424;-26.549782;
-6.461578;-32.53244;-27.654793;
-6.746399;-32.169449;-28.750183;
-7.022858;-31.814377;-29.716301;
-7.303192;-31.416428;-30.730316;
-7.579956;-30.990784;-31.685402;
-7.869171;-30.481041;-32.702553;
-8.134033;-29.968727;-33.630241;
-8.413727;-29.396408;-34.582771;
-8.685822;-28.769547;-35.562958;
-8.912537;-28.121986;-36.356758;
-9.14621;-27.31488;-37.209251;
-9.352173;-26.53302;-37.901085;
-9.545837;-25.728584;-38.568855;
-9.768066;-24.738419;-39.305687;
-9.967316;-23.858513;-39.901688;
-10.127991;-23.029869;-40.424599;
-10.288422;-22.037056;-40.974548;
-10.425629;-21.031219;-41.463997;
-10.538574;-19.996338;-41.870102;
-10.623383;-18.987717;-42.220642;
-10.732452;-17.881882;-42.587044;
-10.799469;-16.906822;-42.863701;
-10.871918;-15.628067;-43.159866;
-10.92746;-14.574089;-43.359634;
-10.964539;-13.56353;-43.508614;
-10.985901;-12.384739;-43.640793;
-10.979279;-11.223305;-43.691254;
-10.974182;-10.052315;-43.681274;
-10.964905;-8.732391;-43.625435;
-10.947845;-7.605484;-43.54863;
-10.915131;-6.402817;-43.412636;
-10.880402;-5.176796;-43.242767;
-10.848328;-4.008213;-43.047401;
-10.81662;-2.815296;-42.814362;
-10.78656;-1.655094;-42.534683;
-10.75058;-0.445831;-42.200111;
-10.692719;0.663658;-41.865326;
-10.605011;1.962505;-41.436661;
-10.546509;3.042553;-41.048691;
-10.470459;4.171692;-40.596809;
-10.379303;5.258247;-40.104912;
-10.255829;6.397697;-39.543068;
-10.106842;7.500458;-38.892242;
-9.96283;8.531139;-38.270164;
-9.76535;9.681282;-37.523224;
-9.582245;10.772942;-36.783051;
-9.353424;12.02037;-35.833099;
-9.15802;12.910805;-35.046432;
-8.974609;13.73373;-34.271194;
-8.739624;14.531075;-33.328316;
-8.489685;15.34116;-32.267044;
-8.189087;15.978226;-31.115868;
-7.942383;16.624699;-29.952362;
-7.653015;17.214451;-28.711342;
-7.357544;17.752789;-27.401802;
-7.125458;18.136986;-26.280212;
-6.83902;18.543682;-24.963333;
-6.57959;18.838104;-23.666542;
-6.330505;19.066689;-22.36853;
-6.05603;19.181761;-21.035645;
-5.7742;19.242594;-19.658783;
-5.537445;19.255407;-18.298264;
-5.274902;19.232841;-16.926956;
-5.027771;19.14415;-15.4655;
-4.839691;19.021711;-14.268677;
-4.627777;18.809162;-12.933823;
-4.439636;18.541241;-11.573166;
-4.252777;18.215309;-10.310822;
-4.055389;17.736969;-8.832642;
-3.89267;17.291027;-7.650192;
-3.746735;16.782269;-6.547958;
-3.625763;16.277237;-5.550766;
-3.521667;15.663502;-4.491493;
-3.411682;14.990292;-3.411987;
-3.30722;14.183865;-2.310349;
-3.232819;13.392399;-1.304871;
-3.168732;12.493477;-0.252945;
-3.114105;11.661491;0.650703;
-3.069672;10.744865;1.559097;
-3.068115;9.796928;2.456787;
-3.057404;8.766094;3.30632;
-3.078796;7.76218;4.085846;
-3.108124;6.73872;4.827423;
-3.163574;5.681046;5.507736;
-3.209473;4.570934;6.145523;
-3.271027;3.431019;6.71254;
-3.349548;2.222748;7.255798;
-3.421387;1.203499;7.662689;
-3.520721;0.078915;8.032951;
-3.602814;-1.056305;8.370712;
-3.727814;-2.259441;8.651657;
-3.822968;-3.338043;8.81263;
-3.918854;-4.366295;8.934952;
-4.010559;-5.284168;8.980759;
-4.11084;-6.339706;8.976181;
-4.224091;-7.388844;8.872833;
-4.336151;-8.36121;8.74527;
NEW GESTURE;
0.02115;0.997508;-0.067304;
-0.999553;0.019674;-0.022513;
-0.021133;0.06775;0.997478;
0.0;0.0;0.0;
-0.001434;-0.081093;0.176819;
-0.011261;-0.174595;0.409882;
-0.000732;-0.344803;0.66748;
0.001801;-0.52737;0.91507;
0.012451;-0.76009;1.174911;
0.038971;-1.029385;1.448578;
0.06189;-1.337433;1.717484;
0.095428;-1.661243;1.936783;
0.124817;-2.040352;2.187836;
0.151001;-2.462955;2.418686;
0.180664;-2.916813;2.633575;
0.196991;-3.401592;2.813232;
0.220642;-3.880703;2.959854;
0.258423;-4.500687;3.105377;
0.285217;-5.101017;3.212418;
0.305969;-5.734577;3.262222;
0.334503;-6.55991;3.274368;
0.343231;-7.221889;3.212357;
0.360138;-8.033382;3.094681;
0.347565;-8.908276;2.916046;
0.3237;-10.246281;2.55497;
0.290619;-11.267178;2.215683;
0.223358;-12.8484;1.608322;
0.102966;-14.634052;0.806213;
0.018524;-15.51852;0.331833;
-0.055054;-16.358723;-0.182785;
-0.157684;-17.177746;-0.738647;
-0.266968;-18.064022;-1.400528;
-0.339996;-18.912937;-2.086487;
-0.486542;-19.759014;-2.845627;
-0.632843;-20.548153;-3.586487;
-0.783966;-21.285404;-4.330811;
-0.995148;-22.019054;-5.196686;
-1.204193;-22.781841;-6.10347;
-1.41803;-23.4491;-6.981033;
-1.629272;-24.041798;-7.905899;
-1.865753;-24.644085;-8.897766;
-2.114899;-25.18256;-9.960037;
-2.391266;-25.700428;-11.047638;
-2.690399;-26.226238;-12.268951;
-3.01059;-26.658001;-13.392075;
-3.291687;-27.025677;-14.399796;
-3.653076;-27.388157;-15.618164;
-3.970001;-27.652096;-16.750961;
-4.309601;-27.87904;-17.966782;
-4.670898;-28.033817;-19.364777;
-4.994171;-28.097775;-20.626312;
-5.290833;-28.084743;-21.772774;
-5.62326;-27.91531;-23.1353;
-5.943634;-27.718975;-24.445946;
-6.191956;-27.487461;-25.495285;
-6.54538;-27.102123;-26.743057;
-6.830963;-26.715755;-27.80114;
-7.062134;-26.345776;-28.70179;
-7.336334;-25.775364;-29.861221;
-7.620483;-25.163235;-30.982811;
-7.862762;-24.448292;-32.060341;
-8.109741;-23.528103;-33.279472;
-8.29007;-22.762074;-34.162109;
-8.521637;-21.81068;-35.140404;
-8.728851;-20.836185;-36.052315;
-8.977509;-19.724537;-37.013145;
-9.103485;-18.83823;-37.665756;
-9.298401;-17.747189;-38.450294;
-9.472961;-16.539982;-39.189941;
-9.599792;-15.389507;-39.81646;
-9.721375;-14.104916;-40.46344;
-9.809692;-12.669865;-41.089806;
-9.898743;-11.300228;-41.589371;
-9.94812;-9.926174;-42.042427;
-9.991791;-8.603596;-42.34671;
-10.016724;-7.000378;-42.595497;
-10.051392;-5.719975;-42.724274;
-10.056946;-4.384018;-42.775497;
-10.04068;-3.116489;-42.776413;
-10.017883;-1.796032;-42.729362;
-9.981049;-0.349976;-42.621071;
-9.936676;1.038334;-42.456123;
-9.879761;2.396488;-42.233475;
-9.803436;3.653774;-41.928444;
-9.70755;4.805874;-41.572487;
-9.58963;6.211136;-41.011986;
-9.473938;7.205845;-40.510254;
-9.340118;8.288502;-39.915726;
-9.19455;9.372021;-39.220482;
-9.010162;10.376812;-38.433701;
-8.830017;11.30122;-37.658554;
-8.624054;12.18977;-36.819778;
-8.408661;13.039753;-35.909538;
-8.213654;13.8232;-34.965637;
-7.948517;14.65258;-33.729988;
-7.729706;15.234993;-32.742104;
-7.4841;15.831814;-31.592278;
-7.248932;16.361416;-30.352371;
-6.939209;16.916752;-28.821251;
-6.71994;17.25111;-27.67807;
-6.496277;17.612469;-26.290779;
-6.256561;17.913319;-24.877151;
-6.061615;18.150661;-23.547478;
-5.822357;18.331932;-21.967941;
-5.632721;18.403923;-20.648987;
-5.475189;18.445156;-19.305527;
-5.305908;18.400002;-17.847443;
-5.155487;18.244133;-16.43576;
-5.026825;18.055939;-14.983109;
-4.899719;17.787766;-13.596237;
-4.790955;17.489552;-12.374275;
-4.708344;17.137188;-11.095657;
-4.623322;16.668461;-9.77388;
-4.559937;16.231236;-8.687592;
-4.527802;15.711258;-7.563599;
-4.494781;15.14238;-6.450081;
-4.456848;14.504265;-5.386795;
-4.445313;13.787769;-4.359055;
-4.432465;13.079273;-3.471634;
-4.426971;12.278904;-2.554276;
-4.433929;11.525284;-1.768173;
-4.453033;10.644711;-0.95401;
-4.476379;9.749527;-0.215454;
-4.524658;8.945644;0.390274;
-4.57843;7.990192;1.029587;
-4.643097;7.015156;1.618134;
-4.725464;5.983852;2.176224;
-4.814758;5.049381;2.62233;
-4.945129;3.960739;3.083572;
-5.050201;3.009319;3.439957;
-5.157898;2.080509;3.74762;
-5.289185;1.047001;4.057739;
-5.40683;0.117588;4.276398;
-5.514221;-0.893093;4.460358;
-5.596558;-1.802181;4.584457;
-5.672455;-2.685452;4.648972;
-5.717346;-3.4436;4.661652;
-5.758087;-4.21529;4.652298;
-5.800049;-4.888191;4.620468;
-5.819366;-5.563541;4.554138;
-5.841003;-6.1548;4.487274;
-5.872223;-6.691734;4.406174;
NEW GESTURE;
