User_ID;Group;TryCount;AmountRightGestures;TimeNeeded;Activ_Gesture_ID;Likeliehood_CP_Gesture_ID_1;Likeliehood_MC_Gesture_ID_1;Alignment_Gesture_ID_1;Likeliehood_CP_Gesture_ID_2;Likeliehood_MC_Gesture_ID_2;Alignment_Gesture_ID_2;Likeliehood_CP_Gesture_ID_3;Likeliehood_MC_Gesture_ID_3;Alignment_Gesture_ID_3;Likeliehood_CP_Gesture_ID_4;Likeliehood_MC_Gesture_ID_4;Alignment_Gesture_ID_4;Likeliehood_CP_Gesture_ID_5;Likeliehood_MC_Gesture_ID_5;Alignment_Gesture_ID_5;Likeliehood_CP_Gesture_ID_6;Likeliehood_MC_Gesture_ID_6;Alignment_Gesture_ID_6
16.0;CP;1.0;1.0;1.08301;1.0;0.936297;0.999991;0.979588;0.875479;0.0;0.0;-0.370458;0.0;0.0;0.007741;0.0;0.0;0.904759;0.0;0.0;0.417677;0.0;0.0;
16.0;CP;2.0;2.0;1.160994;1.0;0.9425;0.0;0.0;0.898131;0.0;0.0;-0.310083;0.0;0.0;0.01079;0.0;0.0;0.922866;1.0;0.99494;0.408357;0.0;0.0;
16.0;CP;3.0;3.0;1.03898;1.0;0.932439;1.000001;0.989587;0.876263;0.0;0.0;-0.310247;0.0;0.0;-0.012314;0.0;0.0;0.920805;0.0;0.0;0.384479;0.0;0.0;
16.0;CP;1.0;1.0;1.049081;2.0;0.87058;0.0;0.0;0.913796;0.0;0.0;-0.243991;0.0;0.0;0.111388;0.0;0.0;0.893907;0.999999;0.015773;0.330956;0.0;0.0;
16.0;CP;2.0;2.0;1.195232;2.0;0.822945;0.0;0.0;0.861186;0.0;0.0;-0.257408;0.0;0.0;0.112154;0.0;0.0;0.857923;1.0;0.025509;0.288849;0.0;0.0;
16.0;CP;3.0;3.0;1.116513;2.0;0.84852;0.0;0.0;0.916384;0.0;0.0;-0.207542;0.0;0.0;0.114851;0.0;0.0;0.879141;1.0;0.01026;0.289195;0.0;0.0;
16.0;CP;1.0;1.0;3.418396;3.0;-0.387468;1.000001;0.991042;-0.399662;0.0;0.0;0.886413;0.0;0.0;-0.093681;0.0;0.0;-0.377824;0.0;0.0;-0.015159;0.0;0.0;
16.0;CP;2.0;2.0;3.752589;3.0;-0.413645;1.0;0.979563;-0.422571;0.0;0.0;0.847327;0.0;0.0;-0.098293;0.0;0.0;-0.401937;0.0;0.0;-0.002495;0.0;0.0;
16.0;CP;3.0;3.0;3.552653;3.0;-0.451649;0.0;0.0;-0.460453;0.0;0.0;0.842068;0.0;0.0;-0.070362;0.0;0.0;-0.438517;0.999998;0.233512;-0.034142;0.0;0.0;
16.0;CP;1.0;1.0;2.402631;4.0;0.067523;0.0;0.0;0.139349;0.0;0.0;-0.175022;0.0;0.0;0.901326;0.999991;0.992577;0.181951;0.0;0.0;0.320903;0.0;0.0;
16.0;CP;2.0;2.0;2.346208;4.0;0.107033;0.0;0.0;0.153301;0.0;0.0;-0.153437;0.0;0.0;0.852693;1.0;0.996396;0.201373;0.0;0.0;0.438782;0.0;0.0;
16.0;CP;3.0;3.0;2.21093;4.0;0.023761;0.0;0.0;0.069935;0.0;0.0;-0.109463;0.0;0.0;0.873438;0.999999;0.994232;0.119323;0.0;0.0;0.382548;0.0;0.0;
16.0;CP;1.0;1.0;1.34301;5.0;0.827085;0.0;0.0;0.788197;0.0;0.0;-0.264217;0.0;0.0;-0.034366;0.0;0.0;0.924639;1.000001;0.059689;0.268931;0.0;0.0;
16.0;CP;2.0;2.0;1.251366;5.0;0.852189;0.0;0.0;0.836994;0.0;0.0;-0.257004;0.0;0.0;0.061611;0.0;0.0;0.952407;0.999991;0.121907;0.335193;0.0;0.0;
16.0;CP;3.0;3.0;1.330465;5.0;0.842802;0.0;0.0;0.814055;0.0;0.0;-0.2029;0.0;0.0;-0.000236;0.0;0.0;0.921691;0.999991;0.078593;0.350157;0.0;0.0;
16.0;CP;1.0;1.0;3.284262;6.0;0.472573;0.0;0.0;0.35173;0.0;0.0;-0.065596;0.0;0.0;0.302993;0.0;0.0;0.36022;0.0;0.0;0.971456;0.999991;0.112019;
16.0;CP;2.0;2.0;3.541808;6.0;0.51865;0.0;0.0;0.398269;0.0;0.0;0.005547;0.0;0.0;0.200856;0.0;0.0;0.383267;0.0;0.0;0.964331;0.999991;0.003967;
16.0;CP;3.0;3.0;3.27054;6.0;0.450825;0.0;0.0;0.329075;0.0;0.0;0.017309;0.0;0.0;0.213803;0.0;0.0;0.347335;0.0;0.0;0.947079;0.999991;0.00106;
