User_ID;Group;TryCount;AmountRightGestures;TimeNeeded;Activ_Gesture_ID;Likeliehood_CP_Gesture_ID_1;Likeliehood_MC_Gesture_ID_1;Alignment_Gesture_ID_1;Likeliehood_CP_Gesture_ID_2;Likeliehood_MC_Gesture_ID_2;Alignment_Gesture_ID_2;Likeliehood_CP_Gesture_ID_3;Likeliehood_MC_Gesture_ID_3;Alignment_Gesture_ID_3;Likeliehood_CP_Gesture_ID_4;Likeliehood_MC_Gesture_ID_4;Alignment_Gesture_ID_4;Likeliehood_CP_Gesture_ID_5;Likeliehood_MC_Gesture_ID_5;Alignment_Gesture_ID_5;Likeliehood_CP_Gesture_ID_6;Likeliehood_MC_Gesture_ID_6;Alignment_Gesture_ID_6
3.0;CP;1.0;1.0;2.814831;1.0;0.979029;1.0;0.993613;0.913032;0.0;0.0;-0.27065;0.0;0.0;0.005203;0.0;0.0;0.917805;0.0;0.0;0.496582;0.0;0.0;
3.0;CP;2.0;2.0;2.647851;1.0;0.980438;1.0;0.993351;0.927347;0.0;0.0;-0.32289;0.0;0.0;-0.012699;0.0;0.0;0.919038;0.0;0.0;0.428828;0.0;0.0;
3.0;CP;3.0;3.0;2.189476;1.0;0.968416;1.0;0.993705;0.928969;0.0;0.0;-0.266664;0.0;0.0;-0.036304;0.0;0.0;0.91426;0.0;0.0;0.406184;0.0;0.0;
3.0;CP;1.0;1.0;2.703361;2.0;0.930337;0.0;0.0;0.982569;0.0;0.0;-0.359551;0.0;0.0;0.130341;0.0;0.0;0.894997;0.999999;0.03408;0.315666;0.0;0.0;
3.0;CP;2.0;2.0;2.648025;2.0;0.924147;0.0;0.0;0.981226;1.000002;0.882745;-0.310799;0.0;0.0;0.134001;0.0;0.0;0.896087;0.0;0.0;0.35385;0.0;0.0;
3.0;CP;3.0;3.0;2.591275;2.0;0.928194;0.0;0.0;0.983683;0.999995;0.926653;-0.323194;0.0;0.0;0.090096;0.0;0.0;0.906322;0.0;0.0;0.316431;0.0;0.0;
3.0;CP;1.0;0.0;5.317187;3.0;-0.488046;0.0;0.0;-0.510344;0.0;0.0;0.730794;0.999999;0.33969;-0.081095;0.0;0.0;-0.46881;0.0;0.0;0.066943;0.0;0.0;
3.0;CP;2.0;0.0;6.880991;3.0;-0.47504;0.0;0.0;-0.490077;0.0;0.0;0.73029;0.0;0.0;-0.014711;1.000001;0.300909;-0.466985;0.0;0.0;0.10169;0.0;0.0;
3.0;CP;3.0;1.0;7.037192;3.0;-0.301239;0.0;0.0;-0.308;0.0;0.0;0.860594;0.0;0.0;-0.088384;0.0;0.0;-0.260321;0.999999;0.010718;0.057689;0.0;0.0;
3.0;CP;4.0;2.0;7.46186;3.0;-0.359637;0.0;0.0;-0.359061;0.0;0.0;0.843203;0.0;0.0;-0.180851;0.0;0.0;-0.331864;1.000001;0.106245;-0.047607;0.0;0.0;
3.0;CP;5.0;3.0;7.472281;3.0;-0.321313;0.0;0.0;-0.327252;0.0;0.0;0.848223;0.0;0.0;-0.157801;0.0;0.0;-0.288334;1.000001;0.087357;0.008379;0.0;0.0;
3.0;CP;1.0;1.0;3.27274;4.0;0.011023;0.0;0.0;0.053957;0.0;0.0;-0.107006;0.0;0.0;0.923701;1.0;0.995257;0.110053;0.0;0.0;0.307858;0.0;0.0;
3.0;CP;2.0;2.0;3.139096;4.0;-0.00608;0.0;0.0;0.044089;0.0;0.0;-0.144177;0.0;0.0;0.928333;1.0;0.996198;0.077057;0.0;0.0;0.27774;0.0;0.0;
3.0;CP;3.0;3.0;3.317593;4.0;0.121149;0.0;0.0;0.138845;0.0;0.0;-0.15106;0.0;0.0;0.871015;0.0;0.0;0.206172;0.0;0.0;0.41048;1.0;0.006629;
3.0;CP;1.0;1.0;2.423958;5.0;0.770437;0.0;0.0;0.808816;0.0;0.0;-0.123676;0.0;0.0;0.079176;0.0;0.0;0.912486;1.000001;0.057084;0.243849;0.0;0.0;
3.0;CP;2.0;2.0;2.15618;5.0;0.8376;0.0;0.0;0.828302;0.0;0.0;-0.133043;0.0;0.0;-0.009321;0.0;0.0;0.92624;0.999996;0.047793;0.326052;0.0;0.0;
3.0;CP;3.0;3.0;2.390753;5.0;0.854662;0.0;0.0;0.862409;0.0;0.0;-0.176302;0.0;0.0;0.073051;0.0;0.0;0.966408;1.0;0.030719;0.308661;0.0;0.0;
3.0;CP;1.0;1.0;6.444875;6.0;0.528941;0.0;0.0;0.429149;0.0;0.0;0.064685;0.0;0.0;0.238277;0.0;0.0;0.39789;0.0;0.0;0.940206;1.0;0.008497;
3.0;CP;2.0;2.0;5.406246;6.0;0.395318;0.0;0.0;0.294717;0.0;0.0;0.024025;0.0;0.0;0.26421;0.0;0.0;0.288785;0.0;0.0;0.918287;1.0;0.006862;
3.0;CP;3.0;3.0;5.451083;6.0;0.530015;0.0;0.0;0.427027;0.0;0.0;0.017703;0.0;0.0;0.229695;0.0;0.0;0.383856;0.0;0.0;0.944723;1.0;0.006408;
