User_ID;Group;TryCount;AmountRightGestures;TimeNeeded;Activ_Gesture_ID;Likeliehood_CP_Gesture_ID_1;Likeliehood_MC_Gesture_ID_1;Alignment_Gesture_ID_1;Likeliehood_CP_Gesture_ID_2;Likeliehood_MC_Gesture_ID_2;Alignment_Gesture_ID_2;Likeliehood_CP_Gesture_ID_3;Likeliehood_MC_Gesture_ID_3;Alignment_Gesture_ID_3;Likeliehood_CP_Gesture_ID_4;Likeliehood_MC_Gesture_ID_4;Alignment_Gesture_ID_4;Likeliehood_CP_Gesture_ID_5;Likeliehood_MC_Gesture_ID_5;Alignment_Gesture_ID_5;Likeliehood_CP_Gesture_ID_6;Likeliehood_MC_Gesture_ID_6;Alignment_Gesture_ID_6
21.0;MC;1.0;1.0;1.797575;1.0;0.594798;1.0;0.993962;0.659226;0.0;0.0;0.106827;0.0;0.0;-0.053514;0.0;0.0;0.618317;0.0;0.0;0.249292;0.0;0.0;
21.0;MC;2.0;1.0;2.122022;1.0;0.954408;0.0;0.0;0.94216;0.0;0.0;-0.221681;0.0;0.0;0.018641;0.0;0.0;0.904791;0.999991;0.034986;0.504071;0.0;0.0;
21.0;MC;3.0;1.0;2.457333;1.0;0.882589;0.0;0.0;0.866302;0.0;0.0;-0.124278;0.0;0.0;-0.026581;0.0;0.0;0.855334;1.000001;0.118133;0.491974;0.0;0.0;
21.0;MC;4.0;2.0;2.272807;1.0;0.60946;0.999999;0.994568;0.661378;0.0;0.0;0.106726;0.0;0.0;-0.071035;0.0;0.0;0.622462;0.0;0.0;0.284006;0.0;0.0;
21.0;MC;5.0;3.0;2.246532;1.0;0.75859;1.0;0.994089;0.8113;0.0;0.0;-0.034867;0.0;0.0;-0.009345;0.0;0.0;0.772747;0.0;0.0;0.302497;0.0;0.0;
21.0;MC;1.0;0.0;7.965248;2.0;-0.226488;0.0;0.0;-0.234139;0.0;0.0;0.381722;0.0;0.0;0.073278;0.0;0.0;-0.151983;1.0;0.120664;-0.02792;0.0;0.0;
21.0;MC;2.0;0.0;3.506923;2.0;0.35187;0.0;0.0;0.3416;0.0;0.0;-0.602932;0.0;0.0;0.097269;0.0;0.0;0.26469;1.000001;0.179353;0.275663;0.0;0.0;
21.0;MC;3.0;0.0;2.346262;2.0;0.226973;0.0;0.0;0.19525;0.0;0.0;-0.664741;0.0;0.0;0.216687;0.0;0.0;0.152828;1.0;0.172707;0.215682;0.0;0.0;
21.0;MC;4.0;1.0;3.147443;2.0;0.539218;0.0;0.0;0.636342;0.999999;0.99364;0.144354;0.0;0.0;0.009839;0.0;0.0;0.61389;0.0;0.0;0.154492;0.0;0.0;
21.0;MC;5.0;1.0;7.497904;2.0;-0.143274;0.0;0.0;-0.181987;0.0;0.0;-0.10136;0.0;0.0;0.126406;0.0;0.0;-0.173112;0.999998;0.134162;0.122714;0.0;0.0;
